user_id,age,gender,signup_date,last_active_date,country,subscription_type,average_watch_hours,mobile_app_usage_pct,complaints_raised,received_promotions,referred_by_friend,is_churned,monthly_fee
1288,52,Female,30-10-24,13-07-25,Germany,Premium,68.7,15.2,2,No,No,0,13.99
1289,24,Male,05-08-22,13-07-25,UK,Premium,77.2,89.9,4,Yes,Yes,0,13.99
1290,33,Male,05-12-22,13-07-25,India,Standard,60.9,71,2,No,Yes,1,
1291,43,Male,16-07-23,13-07-25,Canada,Standard,35.7,93.7,2,No,Yes,0,9.99
1292,65,Male,29-03-23,13-07-25,Germany,Premium,25.3,60.3,4,No,Yes,0,13.99
1293,69,Other,05-04-24,13-07-25,Canada,Basic,26,47.3,3,No,Yes,0,5.99
1294,66,Female,06-08-24,13-07-25,Germany,Premium,58.1,6,4,No,Yes,0,13.99
1295,19,Male,30-07-24,13-07-25,France,Premium,59.8,67.2,2,No,No,1,13.99
1296,18,Female,11-06-23,13-07-25,France,Basic,16.4,58.2,5,No,Yes,0,6.99
1297,65,Male,27-03-24,13-07-25,Germany,Premium,69.5,99,5,Yes,Yes,1,13.99
1298,29,Female,13-10-22,13-07-25,India,Premium,57.3,23.9,5,No,Yes,0,13.99
1299,22,Female,26-03-23,13-07-25,UK,Standard,45.2,53.1,3,Yes,Yes,1,9.99
1300,54,Male,22-02-24,13-07-25,Germany,Basic,38,65.1,0,Yes,No,0,5.99
1301,49,Male,17-07-22,13-07-25,UK,Basic,43.7,64.5,4,No,Yes,0,5.99
1302,26,Female,11-03-24,13-07-25,India,Standard,13.2,56.1,5,Yes,No,1,9.99
1303,58,Other,29-08-23,13-07-25,USA,Basic,16.7,77.7,4,Yes,Yes,0,6.99
1304,52,Male,19-06-24,13-07-25,Canada,Basic,7.7,20.5,5,No,No,0,6.99
1305,36,Male,30-09-23,13-07-25,Germany,Standard,12.7,72.6,3,No,No,0,10.99
1306,65,Other,01-05-24,13-07-25,France,Premium,36.6,62,0,No,Yes,0,13.99
1307,33,Other,30-06-25,13-07-25,India,Premium,42.7,89.6,0,Yes,No,0,13.99
1308,20,Male,23-11-24,13-07-25,UK,Premium,1.9,84.7,5,Yes,No,1,
1309,37,Male,07-05-25,13-07-25,Germany,Standard,63.8,31.5,3,Yes,No,0,9.99
1310,41,Male,08-08-24,13-07-25,UK,Standard,23.9,27.6,1,Yes,Yes,0,9.99
1311,50,Male,11-03-23,13-07-25,USA,Basic,73,98.2,4,No,Yes,1,5.99
1312,41,Female,04-05-23,13-07-25,Germany,Premium,77.4,52.7,4,No,Yes,0,13.99
1313,69,Female,17-10-23,13-07-25,Canada,Standard,15.2,90.6,2,No,Yes,1,9.99
1314,28,Female,17-06-23,13-07-25,Germany,Standard,37.2,16.4,3,Yes,Yes,1,9.99
1315,66,Male,12-10-22,13-07-25,Canada,Standard,0.6,64.3,2,No,No,0,9.99
1316,25,Female,29-12-24,13-07-25,UK,Basic,48.1,81,5,Yes,Yes,0,
1317,53,Male,02-11-24,13-07-25,Germany,Standard,48.8,94.7,2,Yes,No,0,9.99
1318,55,Male,16-10-22,13-07-25,India,Premium,20.2,33.7,0,No,No,0,13.99
1319,57,Female,13-11-23,13-07-25,France,Standard,44.9,72.5,4,No,Yes,1,9.99
1320,37,Male,10-10-22,13-07-25,India,Standard,18.4,53.9,2,Yes,Yes,0,9.99
1321,52,Female,29-09-22,13-07-25,USA,Basic,13.3,6.1,0,No,Yes,0,5.99
1322,65,Female,06-01-25,13-07-25,India,Premium,52.3,69,3,Yes,Yes,0,14.99
1323,42,Female,23-07-24,13-07-25,USA,Premium,26.4,69,2,Yes,Yes,1,13.99
1324,52,Female,02-09-24,13-07-25,UK,Premium,47.4,93.1,5,No,No,0,14.99
1325,42,Female,16-10-24,13-07-25,Canada,Standard,34.9,49.7,5,No,No,0,9.99
1326,46,Other,15-03-23,13-07-25,France,Basic,78.8,23,5,Yes,No,0,5.99
1327,35,Other,10-10-22,13-07-25,UK,Premium,12.4,4.5,4,Yes,No,1,14.99
1328,63,Other,09-09-24,13-07-25,Canada,Standard,37.4,41.6,2,Yes,Yes,0,9.99
1329,35,Other,15-11-22,13-07-25,Canada,Basic,54.6,30.2,3,No,No,0,5.99
1330,19,Other,28-04-23,13-07-25,USA,Premium,31.9,76.1,2,Yes,No,0,13.99
1331,52,Female,28-10-22,13-07-25,India,Basic,78,35.4,4,Yes,Yes,0,5.99
1332,33,Male,23-01-25,13-07-25,India,Basic,57.9,94.9,0,No,No,0,5.99
1333,58,Male,27-10-22,13-07-25,France,Standard,52.7,96.2,4,No,No,1,9.99
1334,53,Female,27-05-25,13-07-25,France,Basic,60.7,62.1,5,No,No,0,5.99
1335,50,Male,14-07-23,13-07-25,USA,Standard,76.2,92.9,0,No,Yes,0,9.99
1336,21,Male,01-04-24,13-07-25,USA,Premium,72.7,76.1,5,No,Yes,0,14.99
1337,50,Other,16-01-23,13-07-25,UK,Premium,58.1,54.7,1,No,No,0,14.99
1338,31,Other,14-12-24,13-07-25,USA,Basic,60.1,18,4,,No,1,6.99
1339,38,Other,31-07-23,13-07-25,India,Premium,12.1,45.9,4,Yes,Yes,0,13.99
1340,65,Male,29-12-24,13-07-25,USA,Standard,8.7,56.1,3,Yes,Yes,0,
1341,37,Other,22-01-25,13-07-25,USA,Standard,45.9,86.4,2,No,No,0,9.99
1342,25,Female,13-09-22,13-07-25,Canada,Standard,2,48.1,0,Yes,Yes,0,10.99
1343,24,Male,02-03-25,13-07-25,USA,Basic,38.8,89.8,0,No,No,0,5.99
1344,20,Male,18-11-22,13-07-25,France,Basic,17.2,67.4,3,Yes,Yes,0,5.99
1345,34,Other,25-04-24,13-07-25,UK,Basic,28,13.7,3,Yes,Yes,0,6.99
1346,50,Female,30-04-25,13-07-25,USA,Standard,62.2,99.5,2,Yes,No,0,9.99
1347,65,Other,05-01-25,13-07-25,France,Standard,75.3,52.7,5,Yes,No,0,9.99
1348,29,Other,08-12-24,13-07-25,Germany,Standard,6.3,39.2,2,Yes,No,0,10.99
1349,68,Male,03-10-24,13-07-25,Germany,Standard,43,65.9,4,No,No,1,10.99
1350,39,Male,17-11-23,13-07-25,Canada,Basic,70.7,10.9,5,No,No,0,
1351,39,Other,23-08-23,13-07-25,Canada,Basic,7.1,63.7,1,Yes,No,1,5.99
1352,63,Male,27-05-23,13-07-25,Germany,Basic,66,49.8,2,Yes,Yes,0,5.99
1353,47,Male,19-05-25,13-07-25,France,Basic,28.9,40.7,3,No,No,0,5.99
1354,55,Male,14-11-23,13-07-25,Canada,Standard,26.1,95.3,5,No,No,0,9.99
1355,55,Other,19-07-23,13-07-25,France,Standard,78.2,52.3,2,Yes,Yes,0,9.99
1356,62,Male,30-08-23,13-07-25,France,Premium,16.5,21.9,0,Yes,Yes,0,13.99
1357,68,Other,19-03-24,13-07-25,Canada,Premium,55.6,45.9,1,Yes,No,1,13.99
1358,25,Male,02-02-23,13-07-25,India,Premium,65.8,91.9,4,No,No,0,13.99
1359,44,Female,22-05-25,13-07-25,France,Standard,3.8,17.6,0,No,Yes,0,10.99
1360,44,Male,11-04-25,13-07-25,India,Basic,53.8,21.4,0,No,Yes,0,
1361,51,Other,23-10-23,13-07-25,USA,Basic,76.1,1.3,1,No,Yes,0,6.99
1362,38,Male,23-06-24,13-07-25,Germany,Basic,10.4,1.4,4,No,Yes,0,6.99
1363,47,Other,17-11-23,13-07-25,UK,Standard,71.7,82.9,3,Yes,No,0,9.99
1364,50,Other,03-11-22,13-07-25,Germany,Premium,47.8,73.2,5,No,No,1,
1365,45,Male,28-07-22,13-07-25,Germany,Basic,49.5,35.5,4,No,No,1,5.99
1366,64,Other,24-06-24,13-07-25,France,Premium,49.2,69.8,2,No,No,0,14.99
1367,50,Male,04-03-25,13-07-25,India,Premium,24.3,39.5,0,Yes,Yes,0,
1368,22,Female,04-12-24,13-07-25,India,Standard,74.8,95.3,2,Yes,Yes,1,
1369,65,Other,16-12-22,13-07-25,Canada,Standard,75.8,96.7,3,No,No,1,9.99
1370,36,Other,04-11-22,13-07-25,UK,Basic,50.2,39.3,2,Yes,Yes,0,5.99
1371,21,Other,26-10-24,13-07-25,India,Standard,62.8,85.4,4,Yes,No,1,9.99
1372,52,Other,10-06-23,13-07-25,Canada,Standard,49.2,77.3,2,Yes,Yes,0,9.99
1373,66,Female,06-09-24,13-07-25,UK,Standard,39,31,3,Yes,No,1,9.99
1374,34,Female,29-08-23,13-07-25,India,Basic,53,23.2,3,Yes,No,0,5.99
1375,61,Male,04-02-23,13-07-25,Germany,Premium,44.5,45.8,3,Yes,Yes,0,13.99
1376,45,Other,07-01-24,13-07-25,Germany,Premium,48,78.1,4,Yes,Yes,1,13.99
1377,47,Other,28-10-22,13-07-25,UK,Basic,62.8,96,3,Yes,Yes,0,6.99
1378,46,Female,28-07-23,13-07-25,UK,Premium,38.7,76.4,0,No,Yes,0,13.99
1379,63,Male,08-02-24,13-07-25,India,Premium,3.7,85.5,3,Yes,No,0,13.99
1380,23,Female,29-09-23,13-07-25,India,Basic,13.5,60.3,2,No,No,1,6.99
1381,52,Female,16-03-23,13-07-25,UK,Premium,35.4,83.5,5,No,Yes,1,13.99
1382,58,Male,24-05-24,13-07-25,France,Standard,58.1,78.4,2,Yes,No,0,
1383,54,Other,03-11-24,13-07-25,UK,Basic,47.7,37.7,5,Yes,Yes,0,5.99
1384,41,Other,10-07-25,13-07-25,Canada,Basic,52.2,55.2,2,Yes,No,1,5.99
1385,46,Female,26-10-23,13-07-25,Canada,Standard,38.6,80.5,4,Yes,No,0,9.99
1386,66,Female,18-02-25,13-07-25,Canada,Standard,49.5,4.6,2,Yes,Yes,0,9.99
1387,63,Female,24-04-25,13-07-25,Germany,Standard,26.7,80.8,4,Yes,Yes,0,9.99
1388,48,Male,12-10-24,13-07-25,Germany,Standard,37.9,17.8,4,No,No,0,9.99
1389,52,Male,26-07-22,13-07-25,Canada,Basic,59.7,51.5,3,No,Yes,0,5.99
1390,50,Female,16-05-25,13-07-25,Canada,Basic,69.8,80.8,0,No,Yes,0,5.99
1391,69,Other,21-11-24,13-07-25,France,Basic,35,25.4,5,Yes,Yes,0,5.99
1392,38,Other,22-10-23,13-07-25,UK,Standard,4,24.6,3,No,Yes,1,9.99
1393,49,Male,09-05-25,13-07-25,Germany,Standard,13.4,40.3,3,No,Yes,0,9.99
1394,40,Male,21-12-22,13-07-25,Canada,Standard,2.2,89.5,4,Yes,No,0,9.99
1395,50,Other,07-02-23,13-07-25,France,Standard,52.4,0,4,Yes,No,0,9.99
1396,20,Male,28-08-23,13-07-25,USA,Standard,26.9,90.1,5,Yes,No,0,9.99
1397,35,Other,09-01-23,13-07-25,India,Basic,43.6,15.4,2,No,No,0,5.99
1398,42,Female,27-12-22,13-07-25,Canada,Standard,39.7,99,2,No,No,1,10.99
1399,59,Male,19-11-24,13-07-25,Germany,Standard,7,95.5,3,Yes,Yes,0,9.99
1400,48,Female,12-03-23,13-07-25,Canada,Basic,32.6,49.5,1,No,Yes,1,6.99
1401,20,Male,10-09-23,13-07-25,USA,Premium,18,51.3,1,Yes,Yes,0,14.99
1402,57,Male,24-09-23,13-07-25,UK,Premium,33.8,48.2,2,No,Yes,0,13.99
1403,63,Female,07-02-25,13-07-25,Germany,Standard,16.7,63.5,1,Yes,Yes,0,9.99
1404,41,Female,06-06-23,13-07-25,UK,Premium,67.3,9.1,2,Yes,No,1,
1405,67,Male,28-12-23,13-07-25,India,Premium,14.3,3.3,4,No,Yes,1,14.99
1406,49,Female,26-05-23,13-07-25,France,Basic,76.9,5.8,3,Yes,No,0,5.99
1407,64,Other,15-06-25,13-07-25,UK,Standard,33.6,44.4,0,Yes,No,0,10.99
1408,39,Other,25-03-25,13-07-25,Canada,Basic,67.8,27.6,3,No,No,0,6.99
1409,40,Female,28-08-23,13-07-25,France,Basic,50.5,62.2,2,Yes,Yes,0,5.99
1410,19,Other,06-09-24,13-07-25,USA,Standard,59,99.2,2,Yes,No,0,10.99
1411,44,Other,10-08-24,13-07-25,UK,Basic,61.5,38.6,3,No,Yes,1,5.99
1412,59,Other,08-08-23,13-07-25,USA,Standard,40.6,57.4,5,Yes,Yes,1,9.99
1413,19,Male,30-09-22,13-07-25,France,Standard,43.7,41.6,2,No,No,0,
1414,43,Other,04-12-22,13-07-25,Germany,Premium,41.4,84.7,1,No,No,1,14.99
1415,34,Other,25-03-25,13-07-25,Germany,Standard,47.3,90.2,1,No,No,0,9.99
1416,57,Female,02-05-24,13-07-25,Canada,Standard,2.8,87.7,2,Yes,No,0,9.99
1417,50,Other,16-09-23,13-07-25,Canada,Standard,31.9,97.4,2,Yes,Yes,0,9.99
1418,26,Male,20-09-22,13-07-25,Canada,Standard,48.7,2.8,5,No,Yes,0,10.99
1419,60,Male,19-07-22,13-07-25,USA,Standard,48,84,1,Yes,Yes,1,9.99
1420,65,Female,14-12-23,13-07-25,India,Premium,63.5,75.2,2,No,No,0,
1421,56,Male,02-02-23,13-07-25,India,Premium,52.6,22.9,2,No,Yes,0,14.99
1422,46,Male,29-03-25,13-07-25,India,Basic,79.4,95.6,5,Yes,Yes,0,5.99
1423,59,Other,24-08-23,13-07-25,Germany,Standard,23.1,14.8,5,Yes,Yes,0,9.99
1424,43,Other,22-03-23,13-07-25,Germany,Standard,29.1,68,3,Yes,Yes,0,9.99
1425,52,Male,30-05-24,13-07-25,India,Premium,31,22.5,5,Yes,Yes,0,13.99
1426,67,Female,17-11-24,13-07-25,France,Premium,37.5,43.1,0,Yes,No,0,13.99
1427,42,Female,08-05-24,13-07-25,Canada,Basic,67,71.9,1,No,Yes,1,5.99
1428,41,Other,01-12-24,13-07-25,UK,Standard,19.2,56.3,3,Yes,Yes,1,9.99
1429,30,Male,29-07-22,13-07-25,France,Standard,62.2,42.8,0,Yes,Yes,0,9.99
1430,24,Other,03-01-23,13-07-25,France,Basic,32.7,32.6,2,Yes,No,1,5.99
1431,53,Female,07-11-22,13-07-25,India,Standard,48.3,84,2,Yes,No,0,9.99
1432,62,Male,21-06-25,13-07-25,UK,Standard,50.8,14.4,3,No,Yes,0,9.99
1433,37,Other,02-03-23,13-07-25,India,Standard,30.1,43,5,Yes,Yes,0,9.99
1434,18,Other,07-11-24,13-07-25,UK,Premium,41.3,90.4,2,No,Yes,0,13.99
1435,25,Female,07-09-22,13-07-25,Canada,Premium,33.3,84.6,4,No,No,0,13.99
1436,63,Other,07-02-24,13-07-25,France,Premium,6,40.1,3,No,Yes,1,13.99
1437,33,Female,03-01-25,13-07-25,Germany,Standard,35.3,76.3,0,No,Yes,0,10.99
1438,31,Female,18-11-24,13-07-25,India,Premium,8.2,82.3,3,Yes,No,0,13.99
1439,29,Male,01-03-23,13-07-25,India,Basic,,88.9,1,Yes,Yes,0,5.99
1440,68,Male,11-05-24,13-07-25,France,Standard,47.6,54.5,5,Yes,No,1,10.99
1441,40,Other,27-01-23,13-07-25,France,Standard,46.6,20.4,5,Yes,No,0,9.99
1442,32,Female,16-09-22,13-07-25,Canada,Standard,53.2,25.5,3,No,Yes,0,9.99
1443,45,Female,04-11-23,13-07-25,USA,Standard,8.1,29.6,2,No,Yes,0,
1444,51,Male,31-01-24,13-07-25,India,Standard,52.3,59.4,2,No,No,0,10.99
1445,19,Male,13-09-22,13-07-25,UK,Basic,25.3,3.3,4,No,No,0,
1446,49,Female,20-01-24,13-07-25,Canada,Premium,32.2,63.6,4,Yes,No,1,14.99
1447,40,Male,05-06-23,13-07-25,France,Basic,68.7,36.4,5,Yes,No,0,5.99
1448,39,Other,07-06-25,13-07-25,USA,Premium,1.2,29.5,4,Yes,Yes,0,13.99
1449,68,Female,05-08-23,13-07-25,India,Premium,47.3,87.9,0,Yes,No,0,13.99
1450,42,Male,15-05-25,13-07-25,India,Basic,48.1,46,4,Yes,Yes,1,5.99
1451,39,Other,20-12-22,13-07-25,France,Premium,32,9.5,0,Yes,No,0,13.99
1452,39,Female,14-01-24,13-07-25,France,Premium,19.3,82.7,4,No,No,0,14.99
1453,66,Other,29-11-24,13-07-25,France,Basic,19.2,4.8,5,No,Yes,1,5.99
1454,69,Other,05-04-24,13-07-25,Germany,Premium,70.8,72.7,5,No,Yes,0,13.99
1455,59,Female,04-03-25,13-07-25,USA,Standard,35.6,77.4,0,No,No,0,10.99
1456,23,Other,11-03-23,13-07-25,Canada,Premium,26.8,35.3,3,Yes,No,0,14.99
1457,32,Male,16-07-23,13-07-25,France,Basic,36.2,82.5,5,No,No,0,5.99
1458,60,Male,23-03-23,13-07-25,UK,Standard,53.7,51.6,3,No,Yes,0,10.99
1459,54,Male,15-04-23,13-07-25,India,Standard,12.1,46.3,2,Yes,Yes,0,10.99
1460,50,Other,14-04-24,13-07-25,Canada,Premium,36.2,4.5,0,Yes,Yes,0,13.99
1461,25,Male,21-08-22,13-07-25,Germany,Basic,47.2,29,5,No,Yes,0,5.99
1462,61,Other,18-04-23,13-07-25,France,Standard,75.9,93.1,1,No,Yes,0,9.99
1463,61,Male,12-12-23,13-07-25,India,Premium,20.6,39.2,2,No,No,0,13.99
1464,22,Female,13-04-24,13-07-25,USA,Standard,29.1,54.7,3,No,No,0,9.99
1465,56,Other,19-05-25,13-07-25,France,Basic,30.7,53.2,5,No,No,1,
1466,21,Other,03-08-23,13-07-25,France,Premium,48.6,59,0,No,No,0,14.99
1467,23,Male,01-09-23,13-07-25,France,Standard,28.9,6.1,4,No,No,1,10.99
1468,62,Female,18-03-23,13-07-25,France,Basic,42.9,36.2,1,Yes,No,0,
1469,49,Male,07-07-25,13-07-25,Canada,Standard,62.7,72.3,3,Yes,Yes,0,10.99
1470,69,Male,28-12-22,13-07-25,UK,Premium,56.6,20.1,2,Yes,No,0,13.99
1471,47,Female,28-02-24,13-07-25,France,Basic,36,20.4,0,Yes,No,0,5.99
1472,64,Female,12-09-22,13-07-25,France,Premium,69.2,1,1,Yes,No,0,14.99
1473,52,Male,14-07-24,13-07-25,Germany,Standard,44.9,43.7,0,Yes,Yes,0,9.99
1474,57,Female,24-06-23,13-07-25,Canada,Standard,43.4,88.3,5,No,Yes,1,9.99
1475,69,Male,20-05-23,13-07-25,India,Basic,3.2,5.2,4,No,No,0,5.99
1476,33,Other,28-06-24,13-07-25,UK,Standard,78.9,19.1,2,No,Yes,0,
1477,30,Male,08-01-24,13-07-25,India,Premium,10.3,31,0,Yes,Yes,0,13.99
1478,67,Other,31-10-23,13-07-25,India,Standard,18.9,73.2,3,No,Yes,1,10.99
1479,59,Male,02-07-23,13-07-25,USA,Premium,4.6,64.1,5,No,Yes,0,13.99
1480,47,Female,25-06-23,13-07-25,USA,Standard,51.4,41.6,5,Yes,No,0,9.99
1481,36,Other,19-08-22,13-07-25,India,Premium,18.4,75.9,2,Yes,Yes,1,13.99
1482,34,Female,04-05-25,13-07-25,Germany,Premium,14.8,61,5,No,Yes,0,14.99
1483,36,Other,10-05-23,13-07-25,USA,Premium,7.5,89.6,3,No,No,1,13.99
1484,45,Other,23-03-24,13-07-25,USA,Standard,8.7,81.8,0,Yes,No,0,10.99
1485,43,Male,05-12-23,13-07-25,USA,Premium,47,25.3,2,No,Yes,0,13.99
1486,54,Male,19-09-23,13-07-25,USA,Basic,55.2,27.1,5,No,No,1,5.99
1487,43,Male,29-10-22,13-07-25,UK,Standard,32.1,12.5,5,Yes,No,0,9.99
1488,40,Male,20-09-23,13-07-25,India,Premium,38.7,33.7,3,Yes,Yes,0,13.99
1489,26,Female,10-01-24,13-07-25,UK,Premium,55,100,4,No,Yes,1,13.99
1490,29,Male,05-04-25,13-07-25,Canada,Premium,1.9,40.6,4,No,Yes,0,13.99
1491,18,Male,12-09-24,13-07-25,Canada,Premium,26.2,22,5,Yes,No,0,14.99
1492,18,Other,25-03-24,13-07-25,France,Basic,77.9,76.2,0,Yes,No,0,5.99
1493,64,Female,03-06-25,13-07-25,Canada,Basic,46.6,54.2,2,No,Yes,0,5.99
1494,51,Female,23-10-24,13-07-25,UK,Basic,20.7,15,5,Yes,No,1,6.99
1495,49,Other,10-12-23,13-07-25,France,Premium,42,38.1,1,No,No,0,13.99
1496,65,Other,25-08-22,13-07-25,India,Premium,27.7,41.4,2,Yes,No,0,13.99
1497,42,Male,09-01-23,13-07-25,Canada,Standard,42.8,75.4,4,No,Yes,0,9.99
1498,57,Female,23-08-23,13-07-25,USA,Basic,10.5,2.1,5,No,Yes,1,5.99
1499,62,Male,17-04-23,13-07-25,Canada,Premium,11.1,26.9,3,No,No,0,13.99
1500,18,Other,31-12-24,13-07-25,Germany,Premium,11.9,51.8,1,Yes,No,0,
1501,33,Male,30-08-23,13-07-25,USA,Basic,75.2,26.9,5,Yes,No,1,5.99
1502,56,Female,11-09-22,13-07-25,USA,Premium,58.8,62.8,0,Yes,Yes,0,13.99
1503,22,Male,29-12-22,13-07-25,USA,Premium,13.4,48.2,1,Yes,Yes,0,13.99
1504,39,Female,25-01-25,13-07-25,France,Premium,15.5,36.2,5,No,Yes,0,14.99
1505,46,Male,19-05-24,13-07-25,Canada,Premium,58.6,94.9,0,No,No,0,13.99
1506,20,Male,02-01-24,13-07-25,USA,Standard,12.9,63.2,1,Yes,No,0,10.99
1507,29,Female,13-11-23,13-07-25,France,Standard,19.1,13,0,Yes,No,0,
1508,43,Female,21-05-24,13-07-25,Germany,Standard,77.1,56,0,No,No,1,
1509,33,Female,09-02-25,13-07-25,UK,Basic,20.8,78.1,1,No,Yes,0,6.99
1510,68,Male,15-09-24,13-07-25,Germany,Basic,53.1,70.8,1,Yes,Yes,0,5.99
1511,54,Male,09-01-23,13-07-25,India,Basic,78.3,17.2,0,No,No,0,6.99
1512,39,Male,03-03-24,13-07-25,France,Standard,30.3,97.2,4,No,Yes,1,9.99
1513,46,Other,25-12-24,13-07-25,France,Basic,1.9,44.9,1,Yes,No,0,6.99
1514,31,Male,05-05-23,13-07-25,USA,Premium,19.9,15.9,5,Yes,No,0,13.99
1515,45,Female,13-08-23,13-07-25,Germany,Premium,66.6,18,2,No,No,0,14.99
1516,22,Female,20-09-22,13-07-25,Canada,Premium,69.2,9.8,3,No,No,0,13.99
1517,64,Female,21-05-24,13-07-25,India,Premium,61.6,80.4,0,Yes,Yes,1,13.99
1518,66,Male,16-07-22,13-07-25,France,Premium,9.5,12.2,0,Yes,No,1,
1519,47,Female,28-09-24,13-07-25,Germany,Premium,63.7,12.5,3,No,No,0,13.99
1520,63,Female,27-10-24,13-07-25,USA,Premium,73.5,85,4,No,Yes,0,13.99
1521,69,Other,14-06-25,13-07-25,Canada,Basic,48.2,34.5,3,No,Yes,0,5.99
1522,22,Other,20-05-25,13-07-25,USA,Standard,75.3,3.1,1,Yes,No,0,
1523,29,Female,16-05-23,13-07-25,India,Standard,66.2,5.2,3,No,No,0,9.99
1524,33,Other,30-01-24,13-07-25,Germany,Standard,53.5,14.2,0,No,Yes,0,9.99
1525,43,Other,13-05-24,13-07-25,USA,Standard,46.4,21.3,3,No,Yes,0,9.99
1526,43,Female,30-10-22,13-07-25,India,Premium,28.2,66.5,2,Yes,No,0,13.99
1527,65,Male,10-05-25,13-07-25,France,Premium,13.2,15.7,5,No,Yes,0,
1528,38,Male,08-12-23,13-07-25,Canada,Premium,48.6,11.9,1,Yes,No,0,14.99
1529,56,Female,08-03-25,13-07-25,Germany,Premium,25.8,76.5,3,Yes,No,0,13.99
1530,53,Male,13-11-23,13-07-25,Germany,Basic,69.4,67.1,0,No,Yes,0,5.99
1531,50,Other,09-05-25,13-07-25,India,Standard,79.5,43.5,5,No,No,0,10.99
1532,47,Female,23-01-23,13-07-25,,Basic,60.3,54.9,1,Yes,Yes,0,5.99
1533,54,Male,23-10-23,13-07-25,Canada,Standard,7.7,31.2,0,Yes,Yes,1,9.99
1534,40,Male,08-09-24,13-07-25,Canada,Basic,23.5,48.3,4,Yes,No,1,5.99
1535,27,Other,06-11-23,13-07-25,Germany,Standard,9.2,50.7,2,No,No,0,9.99
1536,22,Female,14-05-25,13-07-25,USA,Standard,52.2,38.7,4,Yes,Yes,0,9.99
1537,53,Female,08-04-24,13-07-25,USA,Basic,61.3,90.7,2,No,No,1,5.99
1538,51,Other,02-12-23,13-07-25,Canada,Basic,74.1,1.6,3,No,No,0,5.99
1539,69,Female,30-03-24,13-07-25,USA,Premium,35.3,78.2,1,No,Yes,0,13.99
1540,48,Female,01-07-25,13-07-25,India,Basic,72.2,12.4,3,Yes,No,1,6.99
1541,27,Other,16-10-23,13-07-25,UK,Standard,70.3,79.8,2,Yes,Yes,1,9.99
1542,36,Other,21-11-24,13-07-25,France,Standard,25.7,61.6,2,No,No,1,
1543,49,Male,27-01-23,13-07-25,Germany,Standard,69.6,84.3,2,No,No,1,9.99
1544,18,Female,08-05-23,13-07-25,India,Standard,30.4,9.8,5,No,No,1,10.99
1545,22,Other,27-04-24,13-07-25,Canada,Basic,24.1,55.9,0,No,Yes,0,6.99
1546,62,Male,11-05-25,13-07-25,UK,Premium,52.1,50.1,1,No,No,0,
1547,21,Female,22-02-24,13-07-25,France,Standard,26.6,70.6,3,Yes,Yes,0,10.99
1548,33,Male,31-05-25,13-07-25,Canada,Standard,50.6,53.4,3,Yes,Yes,0,9.99
1549,41,Other,10-04-23,13-07-25,UK,Standard,49,54.1,4,Yes,No,0,9.99
1550,33,Female,24-02-25,13-07-25,India,Basic,45.3,43,2,Yes,Yes,0,5.99
1551,19,Male,14-12-24,13-07-25,UK,Standard,30.7,30.9,2,No,Yes,0,9.99
1552,66,Other,24-10-23,13-07-25,USA,Premium,44.1,48.2,2,No,Yes,0,13.99
1553,45,Other,04-04-24,13-07-25,India,Premium,47.9,11.8,3,No,No,0,14.99
1554,49,Other,11-11-24,13-07-25,Germany,Standard,43.9,96.2,4,No,Yes,0,9.99
1555,44,Other,14-07-22,13-07-25,Canada,Standard,35.8,71.4,0,Yes,No,0,9.99
1556,37,Other,29-10-23,13-07-25,USA,Basic,1.7,95.2,5,Yes,Yes,0,
1557,41,Other,02-10-23,13-07-25,Germany,Standard,47.2,22.7,1,Yes,Yes,0,9.99
1558,29,Other,05-06-23,13-07-25,UK,Basic,13.9,87.9,0,No,No,0,5.99
1559,67,Male,11-05-24,13-07-25,USA,Premium,51.6,80.9,3,Yes,No,0,14.99
1560,52,Female,30-12-24,13-07-25,Germany,Basic,60.9,67.7,5,No,No,0,5.99
1561,50,Female,10-02-25,13-07-25,India,Basic,40.3,62.5,5,Yes,No,0,5.99
1562,50,Male,26-04-25,13-07-25,UK,Standard,43.6,31.7,5,No,Yes,0,
1563,68,Other,26-11-23,13-07-25,Germany,Premium,76.1,81.6,2,Yes,Yes,0,
1564,60,Female,05-07-24,13-07-25,UK,Basic,67.8,50.2,1,Yes,Yes,1,6.99
1565,54,Other,30-05-24,13-07-25,Germany,Premium,73.2,7.1,3,Yes,Yes,0,13.99
1566,29,Female,30-05-24,13-07-25,Canada,Basic,65.2,31.3,3,No,Yes,0,6.99
1567,20,Other,28-05-25,13-07-25,India,Premium,9.2,93.5,5,Yes,No,0,13.99
1568,18,Male,10-06-23,13-07-25,USA,Basic,12.3,85.1,3,No,No,0,5.99
1569,50,Other,15-09-24,13-07-25,Germany,Premium,42.4,98.2,1,Yes,Yes,0,13.99
1570,57,Female,18-07-24,13-07-25,UK,Basic,20.1,62.8,1,No,Yes,0,5.99
1571,27,Other,03-04-23,13-07-25,India,Premium,38.4,24.8,4,Yes,No,0,13.99
1572,60,Female,02-05-25,13-07-25,USA,Basic,31.9,16.3,4,No,Yes,0,5.99
1573,61,Other,22-11-22,13-07-25,UK,Standard,44.2,18.7,0,Yes,Yes,0,9.99
1574,46,Female,27-09-23,13-07-25,India,Premium,59.9,2,1,Yes,No,0,13.99
1575,30,Female,21-09-24,13-07-25,UK,Standard,57.4,39.1,1,No,No,0,10.99
